Client,Symbol,Name,Sector,Quantity,Buy Price,Current Price,Market Value,Purchase Date,Dividend Yield,P/E Ratio,52-Week High,52-Week Low,Analyst Rating,Target Price,Risk Level
Client_5,V,Visa Inc.,Financials,117,272.94,1397,163449,11/21/21,2.35,18.34,1776.46,,Hold,1575.96,Medium
Client_5,GOOGL,Alphabet Inc.,Communication Services,32,1049.98,498.81,15961.92,1/2/21,1.06,18.15,601.97,380.11,Sell,586.55,Low
Client_5,IVV,iShares Core S&P 500 ETF,ETF,143,178.17,189.21,27057.03,9/13/21,1.73,26.54,249.63,178.49,Buy,221.92,Medium
Client_5,AMZN,Amazon.com Inc.,Consumer Discretionary,27,629.96,1491.45,40269.15,11/5/21,2.99,21.51,2177.56,1302.15,Buy,1471.65,High
Client_5,DIA,SPDR Dow Jones Industrial Average ETF,ETF,184,1416.51,844.54,155395.36,1/15/21,4.13,6.65,900.87,696.31,Sell,933.38,Low
Client_5,WMT,Walmart Inc.,Consumer Staples,105,1053.1,81.69,8577.45,3/1/21,2.68,25.5,115.78,66.72,Buy,84.89,Medium
Client_5,JNJ,Johnson & Johnson,Health Care,39,978.84,693.04,27028.56,6/12/21,1.42,,799.52,513.32,Hold,722.02,High
Client_5,VOO,Vanguard S&P 500 ETF,ETF,45,1430.12,475.39,21392.55,4/24/21,3.23,10.98,504.03,451.63,Buy,481.33,Low
Client_6,TSLA,Tesla Inc.,Consumer Discretionary,170,1250.24,955.85,162494.5,2/17/21,4.58,12.51,1022.43,792.68,Buy,871.16,Medium
Client_6,V,Visa Inc.,Financials,13,846.64,53.82,699.66,8/17/21,3.58,24.56,69.48,29.28,Buy,,Medium
Client_6,AMZN,Amazon.com Inc.,Consumer Discretionary,178,659.55,1214.08,216106.24,3/7/21,3.98,21.48,1650.62,825.69,Hold,1427.26,Low
Client_6,VOO,Vanguard S&P 500 ETF,ETF,72,445.39,1022.13,73593.36,6/11/21,4.24,27.1,1248.11,752.71,Hold,956.34,Medium
Client_6,IVV,iShares Core S&P 500 ETF,ETF,76,79.11,1017.53,77332.28,2/26/21,2.06,28.36,1178.13,809.05,Buy,1125.29,Medium
Client_6,JNJ,Johnson & Johnson,Health Care,103,138.87,371.83,38298.49,9/8/21,2.49,29.76,404.48,346.95,Hold,343.96,Medium
Client_6,SPY,SPDR S&P 500 ETF,ETF,142,79.18,1129.85,160438.7,2/24/21,4.99,29.55,1500.32,612.85,Sell,1075.32,High
Client_6,WMT,Walmart Inc.,Consumer Staples,66,1232.41,789.08,52079.28,2/13/21,4.3,26.69,806.58,743.64,Sell,905.33,Medium
Client_6,FB,Meta Platforms Inc.,Communication Services,183,1355.77,359.32,65755.56,9/21/21,2.77,18.74,461.75,298.67,Hold,409.99,High
Client_6,MSFT,Microsoft Corp.,Technology,160,73.06,596.73,95476.8,11/23/21,1.81,6.78,893.91,302.09,Hold,695.77,Low
Client_6,AAPL,Apple Inc.,Technology,138,769.08,610.4,84235.2,12/8/21,0.91,13.3,820.71,475.06,Buy,719.1,Low
Client_6,QQQ,Invesco QQQ Trust,ETF,127,411.28,207.93,26407.11,12/22/21,4.86,6.97,236.48,156.34,Hold,225.58,High
Client_6,GOOGL,Alphabet Inc.,Communication Services,196,1303.41,404.93,79366.28,1/9/21,1.76,6.87,420.95,267.26,Sell,400.78,Low
Client_6,DIA,SPDR Dow Jones Industrial Average ETF,ETF,133,956.56,636.72,84683.76,12/27/21,1.08,8.95,915.66,534.7,Buy,672.66,High
Client_6,BRK.A,Berkshire Hathaway Inc.,Financials,28,574.17,1140.23,31926.44,5/20/21,1.63,13.02,1644.8,811.24,Sell,1082.5,Low
Client_7,TSLA,Tesla Inc.,Consumer Discretionary,33,1108.94,1140.99,37652.67,6/28/21,4.36,7.45,1301.98,1023.33,Hold,1208.79,High
Client_7,SPY,SPDR S&P 500 ETF,ETF,151,1005.99,1164.6,175854.6,8/18/21,2.43,6.66,1188.74,1029.88,Buy,1157.5,High
Client_7,GOOGL,Alphabet Inc.,Communication Services,188,786.35,645.17,121291.96,10/16/21,0.26,10.15,830.35,378.64,Hold,635.54,High
Client_7,AAPL,Apple Inc.,Technology,199,462.64,477.51,95024.49,10/25/21,4.77,8.6,706.49,451.58,Sell,507.54,Low
Clieat_7,VOO,Vanguard S&P 500 ETF,ETF,133,397.85,225.94,30050.02,1/17/21,1.58,25.73,267.94,188.73,Buy,240.24,
Client_7,QQQ,Invesco QQQ Trust,ETF,96,1059.37,708.19,67986.24,4/7/21,1.75,24.75,989.57,433.53,Hold,647.83,High
Client_7,IVV,iShares Core S&P 500 ETF,ETF,47,1389.64,1053.45,49512.15,1/2/21,3.79,18.83,1446.12,580.47,Buy,1041.16,Medium
Client_7,BRK.A,Berkshire Hathaway Inc.,Financials,145,130.98,780.56,113181.2,5/12/21,3.73,29.76,901.29,726.55,Buy,904.14,Low
Client_7,,Meta Platforms Inc.,Communication Services,15,511.08,602.06,9030.9,4/28/21,2.63,19.53,824.42,578.55,Hold,720.19,Medium
Client_7,WMT,Walmart Inc.,Consumer Staples,179,643.92,360.08,64454.32,9/20/21,2.75,5.8,536.35,281.65,,333.08,Low
Client_7,JNJ,Johnson & Johnson,Health Care,19,1404.05,654.49,12435.31,4/24/21,1.35,25.98,966.73,344.85,Sell,623.19,Low
Client_7,MSFT,Microsoft Corp.,Technology,34,807.34,1092.04,37129.36,2/8/21,0.75,21.35,1629.35,838.7,Hold,1017.17,High
Client_7,DIA,SPDR Dow Jones Industrial Average ETF,ETF,156,1320.08,1078.04,168174.24,11/12/21,1.59,10.51,1090.76,786.55,Hold,1150.98,Low
Client_7,AMZN,Amazon.com Inc.,Consumer Discretionary,50,985.75,82.01,4100.5,9/16/21,0.52,9.29,100.77,45.14,Buy,82.17,Low
Client_7,V,Visa Inc.,Financials,169,826.43,1429.39,241566.91,3/22/21,3.6,24.94,1850.16,1368.89,Buy,1610.96,Medium
Client_8,FB,Meta Platforms Inc.,Communication Services,10,1175.35,1407.16,14071.6,5/22/21,3.47,11.73,1983.54,1258.56,Sell,1614.73,Low
Client_8,WMT,Walmart Inc.,Consumer Staples,112,1493.73,138.57,15519.84,9/3/21,4.61,12.95,155.98,130.35,Sell,144.08,Medium
Client_8,TSLA,Tesla Inc.,Consumer Discretionary,157,574.3,1031.67,161972.19,1/18/21,4.62,26.95,1253.78,633.08,Sell,1160.24,Low
Client_8,V,Visa Inc.,Financials,138,774,1371.05,189204.9,4/13/21,1.16,11.3,1919.5,1135.26,Buy,1540.81,High
Client_8,AAPL,Apple Inc.,Technology,175,1160.43,411.45,72003.75,4/8/21,2.95,8.08,532.86,405.29,Sell,387.69,Medium
Client_8,QQQ,Invesco QQQ Trust,ETF,186,115.11,312.11,58052.46,12/23/21,0.91,10.38,416.67,239.29,Hold,356.05,Medium
Client_8,AMZN,Amazon.com Inc.,Consumer Discretionary,114,1225.04,1395.41,159076.74,8/7/21,4.1,7.21,1402.22,1080.08,Sell,1292.56,Medium
Client_8,DIA,SPDR Dow Jones Industrial Average ETF,ETF,121,608.15,339.3,41055.3,9/8/21,3.5,9.64,465.43,319.35,Sell,381.74,High
Client_8,GOOGL,Alphabet Inc.,,174,1441.32,1181.21,205530.54,8/22/21,2.21,29.04,1439.04,1129.88,Hold,1192.17,Low
rlient_8,VOO,Vanguard S&P 500 ETF,ETF,58,1189.99,745.55,43241.9,10/21/21,0.2,6.66,797.92,530.83,Buy,704.26,Medium
Client_8,MSFT,Microsoft Corp.,Technology,141,314.33,452.6,63816.6,3/24/21,1.48,27.26,673.29,311.1,Buy,512.17,High
Client_8,BRK.A,Berkshire Hathaway Inc.,Financials,135,1147.02,1416.29,191199.15,6/24/21,0.51,27.4,2070.23,1127.79,Hold,,High
Client_8,SPY,SPDR S&P 500 ETF,ETF,14,931.6,1440.93,20173.02,3/15/21,1.32,27.66,1654.81,1400.93,Hold,1691.74,Medium
Client_8,IVV,iShares Core S&P 500 ETF,ETF,134,649.95,1167.43,156435.62,9/19/21,1.32,18.47,1511.13,861.23,Buy,1078.92,High
Client_8,JNJ,Johnson & Johnson,Health Care,165,400,887.2,146388,6/14/21,0.86,8.4,1037.73,753.98,Sell,1045.37,High
Client_9,IVV,iShares Core S&P 500 ETF,ETF,40,441.98,946.1,37844,10/26/21,4.13,26.15,1406.49,902.7,Buy,897.52,Medium
Client_9,JNJ,Johnson & Johnson,Health Care,84,584.14,689.81,57944.04,9/17/21,4.24,24.7,792.32,527.83,Buy,703.44,High
Client_9,WMT,Walmart Inc.,Consumer Staples,193,907.77,451.01,87044.93,,3.13,15.13,631.11,256.42,Sell,493.16,Medium
Client_9,AMZN,Amazon.com Inc.,Consumer Discretionary,181,1374.4,695.88,125954.28,5/4/21,0.6,19.08,875.13,388.32,Buy,720.96,Medium
Client_9,AAPL,Apple Inc.,Technology,197,514.82,1355.66,267065.02,6/25/21,0.76,22.24,1569.35,1160.28,Hold,1453.63,Medium
Client_9,FB,Meta Platforms Inc.,Communication Services,79,528.1,590.44,,10/28/21,1.9,9.08,735.15,333.28,Sell,635.72,Low
Chient_9,TSLA,Tesla Inc.,Consumer Discretionary,92,1456.89,196.3,18059.6,10/18/21,3.53,17.8,264.06,118.75,Hold,205.15,High
Client_9,BRK.A,Berkshire Hathaway Inc.,Financials,85,332.75,817.62,69497.7,12/3/21,1.85,21.52,1066.49,648.9,Hold,975.71,Medium
Client_9,DIA,SPDR Dow Jones Industrial Average ETF,ETF,78,892.27,57.76,4505.28,6/5/21,1.44,12.26,63.12,52.32,Sell,67.34,Medium
Clieni_9,MSFT,Microsoft Corp.,Technology,129,1250.67,1298.22,167470.38,5/9/21,2.85,9.44,1935.66,975.87,Sell,1554.87,Low
Client_9,QQQ,Invesco QQQ Trust,ETF,45,977.77,185.45,8345.25,10/27/21,1.72,23.05,190.83,172.43,Buy,171.58,Low
Client_9,V,Visa Inc.,Financials,25,1250.99,1164.83,29120.75,5/8/21,4.85,14.19,1226.62,894.36,Hold,1334.17,High
Client_9,SPY,SPDR S&P 500 ETF,ETF,163,657.69,1041.97,169841.11,10/10/21,0.54,8.21,1304.9,,Hold,1108.59,High
Client_9,VOO,Vanguard S&P 500 ETF,ETF,93,1262.8,747.91,69555.63,4/13/21,4.48,20.11,779.99,477.59,Hold,675.92,Low
Client_9,GOOGL,Alphabet Inc.,Communication Services,200,85.19,836.34,167268,5/8/21,1.36,8.63,1112.93,575.97,Buy,903.21,Low
Client_10,AMZN,Amazon.com Inc.,Consumer Discretionary,96,829.16,90.58,8695.68,10/25/21,0.84,16.35,135.72,62.19,Buy,86.6,Medium
Client_10,V,Visa Inc.,Financials,150,1366.48,851.68,127752,8/16/21,2.36,20.56,1040.93,519.16,Buy,923.01,Low
Client_10,VOO,Vanguard S&P 500 ETF,ETF,181,1462.84,563.81,102049.61,4/16/21,2.65,6.63,707.62,295.06,Hold,538.19,Medium
Client_10,BRK.A,Berkshire Hathaway Inc.,Financials,199,705.16,82.65,16447.35,1/18/21,3.61,29.95,121.79,64.82,Sell,75.16,High
Client_10,DIA,SPDR Dow Jones Industrial Average ETF,ETF,66,362.64,157.01,10362.66,4/6/21,4.11,26.51,217.32,121.42,Buy,175.87,High
Client_10,GOOGL,Alphabet Inc.,Communication Services,125,420.91,1056.76,132095,11/9/21,2.37,24.76,1090.24,714.46,Sell,1032.75,Medium
Client_10,WMT,Walmart Inc.,Consumer Staples,39,760.12,1427.31,55665.09,6/20/21,1.58,12.88,1990.88,1038.76,Hold,1665.3,Low
Client_10,AAPL,Apple Inc.,Technology,174,1088.53,237.95,41403.3,2/24/21,3.41,14.55,320.19,166.09,Buy,239.53,Low
Client_10,QQQ,Invesco QQQ Trust,ETF,186,232.2,323.7,60208.2,7/12/21,2.11,23.4,458,217.32,Hold,310.68,High
Client_10,TSLA,Tesla Inc.,Consumer Discretionary,34,811.89,1294.18,44002.12,2/7/21,0.73,13.35,1533.66,676.48,Sell,1382.78,Low
Client_10,IVV,iShares Core S&P 500 ETF,ETF,50,1269.56,959.75,47987.5,8/3/21,1.78,23.5,967.6,850.39,Buy,1144.32,High
Client_10,SPY,SPDR S&P 500 ETF,ETF,69,1053.49,950.52,65585.88,11/20/21,4.12,28.61,1364.05,651.89,Sell,1086.66,Low
Client_10,JNJ,Johnson & Johnson,Health Care,195,721.39,322.71,62928.45,10/21/21,1.21,29.66,443.19,167.03,Buy,309.05,High
Client_10,FB,Meta Platforms Inc.,Communication Services,54,1330.33,1162.48,62773.92,8/19/21,2.8,14.02,1179.46,931.67,Buy,1196.98,Medium
Cliznt_10,MSFT,Microsoft Corp.,Technology,73,392.32,813.39,59377.47,3/6/21,0.9,26.23,1023.14,422.69,Sell,904.3,High
Client_11,SPY,SPDR S&P 500 ETF,ETF,,1296.02,264.73,43150.99,4/4/21,1.26,29.16,342.6,187.45,Sell,283.48,Low
Client_11,TSLA,Tesla Inc.,Consumer Discretionary,73,538.4,449.38,32804.74,2/6/21,3.57,17.58,518.63,381.14,Sell,511.16,Low
Client_11,QQQ,Invesco QQQ Trust,ETF,71,797.46,832.56,59111.76,10/24/21,0.73,26.03,947.9,515.57,Sell,760.43,Low
Client_11,AMZN,Amazon.com Inc.,Consumer Discretionary,93,867.5,942.73,87673.89,1/12/21,0.48,14.85,943.82,732.29,Sell,1030.65,High
Client_11,WMT,Walmart Inc.,Consumer Staples,126,1098.44,1496.99,188620.74,7/2/21,0.29,8.88,1971.47,1352.28,Hold,1643.52,Medium
Client_11,FB,Meta Platforms Inc.,Communication Services,196,1376.69,1063,208348,7/2/21,0.57,26.04,1276.45,905.19,Sell,1046.69,Low
Client_11,IVV,iShares Core S&P 500 ETF,ETF,114,292.03,334.75,38161.5,7/7/21,1.64,22.06,477.71,217.13,Hold,306.39,Medium
Client_11,BRK.A,Berkshire Hathaway Inc.,Financials,121,892.63,498.91,60368.11,5/27/21,3.81,25.34,607.03,264.88,Sell,483.55,Medium
Client_11,AAPL,Apple Inc.,Technology,166,631.94,1208.33,200582.78,,3.74,20.06,1603.61,999.9,Hold,1112.43,Medium
Client_11,MSFT,Microsoft Corp.,Technology,45,775.34,1319.95,59397.75,3/10/21,1.79,20.67,1724.94,1119.11,Hold,1529.43,Low
Client_11,VOO,Vanguard S&P 500 ETF,ETF,113,489.47,1453.1,164200.3,11/4/21,0.08,23.96,2127.31,962.28,Buy,1511.47,Low
Client_11,JNJ,Johnson & Johnson,Health Care,185,425.36,486.83,90063.55,1/2/21,4.03,15.1,647.51,464.37,Buy,484.44,Low
Client_11,DIA,SPDR Dow Jones Industrial Average ETF,ETF,148,1254.85,95.78,14175.44,3/5/21,2.76,28.71,103.39,52.88,Buy,101.24,Low
Client_11,GOOGL,Alphabet Inc.,Communication Services,74,1444.85,329.49,24382.26,9/7/21,0.82,29.29,423.76,166.24,Sell,332.16,Low
Client_11,V,Visa Inc.,Financials,133,1044.22,927.51,123358.83,9/17/21,1.27,29.2,965.83,756.72,Hold,1073.1,Medium
Client_12,AMZN,Amazon.com Inc.,Consumer Discretionary,149,1125.61,1362.21,202969.29,9/14/21,0.83,24.95,1451.87,710.17,Hold,1334.49,Low
Client_12,WMT,Walmart Inc.,Consumer Staples,71,1490.27,623.66,44279.86,5/12/21,0.25,7.4,668.19,375.97,Buy,578.78,Low
Client_12,V,Visa Inc.,Financials,84,1313.48,781.01,65604.84,4/26/21,2.9,5.41,876.5,682.48,Hold,750.44,High
Client_12,BRK.A,Berkshire Hathaway Inc.,Financials,104,974.67,708.31,73664.24,11/2/21,1.68,7.82,732.44,510.16,Buy,751.18,Medium
Client_12,GOOGL,Alphabet Inc.,Communication Services,183,106.46,490.18,89702.94,8/12/21,1.05,17.73,640.5,315.78,Buy,587.65,Low
Client_12,JNJ,Johnson & Johnson,Health Care,196,936.97,225.29,44156.84,12/10/21,2.93,12.61,228.57,127.35,Sell,220.01,Medium
Client_12,DIA,SPDR Dow Jones Industrial Average ETF,ETF,169,1338.34,531.33,89794.77,12/25/21,2.57,10.88,716.15,299.07,Buy,566.1,Low
Client_12,VOO,Vanguard S&P 500 ETF,ETF,33,1440.55,952.4,31429.2,3/21/21,1.69,11.7,1384.7,660.63,Buy,934.87,Low
Clirnt_12,AAPL,Apple Inc.,Technology,157,782.58,1102.5,173092.5,7/12/21,0.8,14.92,1557.49,943.78,Sell,1001.45,Medium
Client_12,QQQ,Invesco QQQ Trust,ETF,45,326.25,60.15,2706.75,12/8/21,1.31,15.53,76.61,58.53,Hold,56.67,Low
Client_12,FB,Meta Platforms Inc.,Communication Services,73,350.54,896.89,65472.97,1/25/21,4.61,24.65,1129.32,763.32,Hold,1040.11,Low
slient_12,IVV,iShares Core S&P 500 ETF,ETF,14,1416.29,1114.84,15607.76,11/22/21,2.52,28.94,1650.27,921.49,Buy,1257.22,Low
Client_12,MSFT,Microsoft Corp.,Technology,104,941.05,1179.47,122664.88,10/1/21,0.75,15.43,1660.62,1172.02,Sell,1194.26,High
Client_12,SPY,SPDR S&P 500 ETF,ETF,132,146.95,211.16,27873.12,12/23/21,2.91,8.26,217.06,175.82,Hold,207.82,Low
Client_12,TSLA,Tesla Inc.,Consumer Discretionary,106,269.72,445.49,47221.94,7/26/21,2.07,29.89,593.47,333.28,Buy,485.67,Medium
Client_13,AAPL,Apple Inc.,Technology,127,161.78,1340.39,170229.53,3/17/21,1.59,22.89,1882.2,1025.44,Sell,1443.55,Medium
